RA,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Fase,Pedra,Idade,Gênero,Atingiu PV,IPP,Escola,Ano,Tipo_Escola,Risco_Defasagem,delta_IDA,is_new
RA-108,4.6,7.7,5.0,5.0,6.125,2.5,5.547,4,Ágata,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-108,5.8,7.3,2.52,2.9,5.59,5.0,4.9308,FASE 5,Quartzo,,Feminino,,4.375,,2023,Privada,1,-2.1,0
RA-1080,7.9,10.0,5.0,1.5,8.13,5.0,6.571966667,FASE 2,Agata,12.0,Masculino,,8.541666667,,2023,Privada,1,0.0,1
RA-1081,10.0,10.0,2.52,6.5,8.59,5.0,7.666033333,FASE 2,Ametista,14.0,Feminino,,8.958333333,,2023,Privada,1,0.0,1
RA-1081,6.667,9.523809523666666,5.005,8.833333333333334,8.95,10.0,8.5452952381,4C,Topázio,15.0,Feminino,,9.166666667,Colégio Arco Íris Evolução,2024,Privada,0,2.333333333333334,0
RA-1082,9.5,9.5,2.52,5.0,8.4225,5.0,7.1617,FASE 2,Ametista,,Feminino,,8.75,,2023,Privada,1,0.0,1
RA-1082,7.502,7.5714285715,10.0,3.75,6.943333333,5.0,6.6114857142,2A,Agata,13.0,Feminino,,7.083333333,EE Leonice de Aquino Oliveira,2024,Pública,1,-1.25,0
RA-1083,6.8,10.0,5.0,7.5,8.38,10.0,8.2345,FASE 2,Topázio,10.0,Feminino,,8.75,,2023,Privada,0,0.0,1
RA-1084,8.4,10.0,2.52,6.8,8.38,10.0,7.9948,FASE 2,Ametista,11.0,Feminino,,8.75,,2023,Privada,0,0.0,1
RA-1084,8.751,7.705263158,5.63,3.6666666666666665,7.4575,10.0,6.9071109649333335,3A,Agata,12.0,Feminino,,7.03125,EE Leonice de Aquino Oliveira,2024,Pública,0,-3.1333333333333333,0
RA-1085,0.0,9.8,2.52,6.7,8.13,5.0,6.563833333,FASE 2,Agata,12.0,Feminino,,8.958333333,,2023,Privada,1,0.0,1
RA-1086,8.5,9.4,2.52,5.7,8.755,5.0,7.2382,FASE 2,Ametista,12.0,Feminino,,8.75,,2023,Privada,1,0.0,1
RA-1087,10.0,9.5,2.52,5.4,8.0475,5.0,7.2067,FASE 2,Ametista,12.0,Feminino,,8.75,,2023,Privada,1,0.0,1
RA-1087,7.917,8.393265993333333,8.755,2.6666666666666665,6.58,10.0,6.913936532,3B,Agata,13.0,Feminino,,7.1875,EE Mario Francisco de Amorim,2024,Pública,0,-2.733333333333334,0
RA-1088,9.5,9.8,2.52,6.8,7.9225,5.0,7.4717,FASE 2,Ametista,13.0,Masculino,,8.75,,2023,Privada,1,0.0,1
RA-1089,9.0,9.5,2.52,7.0,8.3375,10.0,7.9947,FASE 2,Ametista,,Feminino,,8.75,,2023,Privada,0,0.0,1
RA-1089,9.168,7.039682539666667,8.13,6.833333333333333,6.995,10.0,7.6221531746,3D,Ametista,12.0,Feminino,,7.1875,EE Bairro Boa Vista,2024,Pública,0,-0.16666666666666696,0
RA-109,8.8,10.0,8.8,8.4,8.667,5.0,8.512,4,,16.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-109,8.3,9.9,7.52,8.3,8.59,5.0,8.3184,FASE 6,Topázio,,Masculino,,8.75,,2023,Privada,1,-0.09999999999999964,0
RA-1090,9.0,9.6,2.52,9.0,7.88,5.0,7.844033333,FASE 2,Ametista,13.0,Masculino,,8.958333333,,2023,Privada,1,0.0,1
RA-1090,9.585,7.621832358666666,7.51,6.333333333333333,7.4175,10.0,7.7652831384,3D,Ametista,14.0,Masculino,,7.8125,EE Alexandre Rodrigues Nogueira,2024,Pública,0,-2.666666666666667,0
RA-1091,8.5,9.0,2.52,9.5,9.1725,5.0,8.032533333,FASE 2,Topázio,12.0,Masculino,,8.958333333,,2023,Privada,1,0.0,1
RA-1092,7.8,9.8,2.52,6.9,8.2975,5.0,7.41,FASE 2,Ametista,12.0,Masculino,,8.75,,2023,Privada,1,0.0,1
RA-1093,7.0,9.3,2.52,9.2,8.2975,10.0,8.197533333,FASE 2,Topázio,11.0,Masculino,,8.958333333,,2023,Privada,0,0.0,1
RA-1093,7.5,7.722222222333333,8.13,8.666666666666666,8.8825,10.0,8.5079027778,3D,Topázio,12.0,Masculino,,8.90625,EE Mario Francisco de Amorim,2024,Pública,0,-0.5333333333333332,0
RA-1094,7.8,9.5,2.52,8.5,8.3375,10.0,8.1779,FASE 2,Topázio,11.0,Feminino,,8.75,,2023,Privada,0,0.0,1
RA-1094,9.168,9.523809523666666,2.51,7.333333333333333,8.1675,10.0,8.0164785714,3D,Topázio,12.0,Feminino,,8.4375,EE Leonice de Aquino Oliveira,2024,Pública,0,-1.166666666666667,0
RA-1095,0.0,9.8,2.52,5.3,8.005,5.0,6.238,FASE 2,Agata,,Masculino,,8.75,,2023,Privada,1,0.0,1
RA-1095,7.5,7.84502924,7.51,2.3333333333333335,5.125,10.0,6.108547514666667,3D,Agata,14.0,Masculino,,5.46875,EE Mario Francisco de Amorim,2024,Pública,0,-2.9666666666666663,0
RA-1096,9.5,9.9,2.52,9.6,8.0875,10.0,8.615533333,FASE 2,Topázio,,Feminino,,8.958333333,,2023,Privada,0,0.0,1
RA-1096,9.168,9.866666666666667,8.755,8.5,9.09,10.0,9.189883333333334,3B,Topázio,11.0,Feminino,,9.0625,EE Leonice de Aquino Oliveira,2024,Pública,0,-1.0999999999999996,0
RA-1097,9.5,8.6,5.0,5.4,6.96,5.0,6.9547,FASE 2,Agata,,Masculino,,8.125,,2023,Privada,1,0.0,1
RA-1097,10.002,4.849791144666667,6.25,3.0,5.88,5.0,5.475324895633334,3C,Quartzo,15.0,Masculino,,6.041666667,EE Paschoal Carlos Magno,2024,Pública,1,-2.4000000000000004,0
RA-1098,9.5,9.5,2.52,6.4,7.92,5.0,7.2787,FASE 2,Ametista,13.0,Feminino,,8.125,,2023,Privada,1,0.0,1
RA-1098,8.751,5.822406257,7.51,3.5,6.7475,10.0,6.5744562514,3D,Agata,14.0,Feminino,,7.34375,EE Alexandre Rodrigues Nogueira,2024,Pública,0,-2.9000000000000004,0
RA-1099,9.0,9.6,2.52,5.2,8.34,5.0,7.113533333,FASE 2,Ametista,13.0,Feminino,,8.333333333,,2023,Privada,1,0.0,1
RA-1099,8.334,8.133333333333333,10.0,3.8333333333333335,6.6225,10.0,7.332483333333334,3G,Ametista,14.0,Feminino,,7.8125,EE Leonice de Aquino Oliveira,2024,Pública,0,-1.3666666666666667,0
RA-11,9.2,4.2,5.0,3.0,6.389,5.0,5.323,7,Quartzo,18.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-110,9.2,9.7,5.6,6.7,8.0,10.0,8.15,4,Ametista,14.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-110,8.3,8.6,5.0,7.5,8.2975,10.0,8.0879,FASE 5,Topázio,15.0,Masculino,,8.75,,2023,Privada,0,0.7999999999999998,0
RA-110,9.168,9.696969697,6.255,8.5,8.504,10.0,8.6324939394,5A,Topázio,16.0,Masculino,,7.5,Colégio Arco Íris Evolução,2024,Privada,0,1.0,0
RA-1100,10.0,9.2,5.0,7.1,8.283333333,10.0,8.261033333,FASE 2,Topázio,,Masculino,,8.541666667,,2023,Privada,0,0.0,1
RA-1100,7.5,7.1000000000000005,7.51,4.666666666666667,5.6175,10.0,6.649708333333334,3G,Agata,12.0,Masculino,,6.71875,EE João Ortiz Rodrigues,2024,Pública,0,-2.4333333333333327,0
RA-1101,0.0,7.2,5.0,5.3,8.116666667,10.0,6.446666667,FASE 2,Agata,,Masculino,,8.333333333,,2023,Privada,0,0.0,1
RA-1102,9.5,9.5,5.0,7.5,7.56,10.0,8.123033333,FASE 2,Topázio,,Masculino,,7.708333333,,2023,Privada,0,0.0,1
RA-1102,8.751,9.390476190333333,8.13,9.333333333333334,7.07,10.0,8.440611904733334,3H,Topázio,12.0,Masculino,,5.9375,EE Leonice de Aquino Oliveira,2024,Pública,0,1.833333333333334,0
RA-1103,9.0,8.7,5.0,5.0,8.006666667,10.0,7.574866667,FASE 2,Ametista,10.0,Masculino,,8.333333333,,2023,Privada,0,0.0,1
RA-1103,8.502,7.763975155000001,7.51,7.25,7.54,10.0,7.861995031000001,2H,Ametista,11.0,Masculino,,7.5,EE Loris Nassif Mattar Profa,2024,Pública,0,2.25,0
RA-1104,5.7,10.0,2.52,6.4,9.063333333,5.0,7.265533333,FASE 2,Ametista,13.0,Feminino,,8.541666667,,2023,Privada,1,0.0,1
RA-1105,0.0,9.0,2.52,6.0,8.673333333,5.0,6.299166667,FASE 2,Agata,13.0,Feminino,,8.125,,2023,Privada,1,0.0,1
RA-1106,8.5,9.3,5.0,5.1,8.003333333,5.0,7.1642,FASE 2,Ametista,12.0,Masculino,,8.333333333,,2023,Privada,1,0.0,1
RA-1106,8.334,5.4312354313333335,7.51,0.0,7.5,10.0,5.936272086266667,3F,Quartzo,13.0,Masculino,,7.65625,EE João Ortiz Rodrigues,2024,Pública,0,-5.1,0
RA-1107,9.0,9.4,5.0,7.5,8.783333333,5.0,7.9327,FASE 2,Ametista,12.0,Feminino,,8.958333333,,2023,Privada,1,0.0,1
RA-1107,8.751,6.2,2.51,2.5,6.785,10.0,5.9731,3G,Quartzo,13.0,Feminino,,7.5,EE João Ortiz Rodrigues,2024,Pública,0,-5.0,0
RA-1108,0.0,9.3,5.0,4.7,8.283333333,5.0,6.310833333,FASE 2,Agata,12.0,Masculino,,8.541666667,,2023,Privada,1,0.0,1
RA-1108,9.168,3.7546583853333337,8.13,3.6666666666666665,5.422,10.0,6.017215010400001,3F,Agata,13.0,Masculino,,7.1875,EE João Ortiz Rodrigues,2024,Pública,0,-1.0333333333333337,0
RA-1109,10.0,6.4,5.0,3.4,7.836666667,5.0,6.277533333,FASE 2,Agata,14.0,Masculino,,7.5,,2023,Privada,1,0.0,1
RA-111,7.5,9.4,8.1,8.0,8.667,10.0,8.646,4,Ametista,13.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-111,7.5,8.7,5.0,6.0,8.0875,10.0,7.566458333,FASE 5,Ametista,14.0,Feminino,,7.65625,,2023,Privada,0,-2.0,0
RA-111,9.168,9.488636363666666,6.26,8.333333333333334,8.74,10.0,8.667693939400001,5B,Topázio,15.0,Feminino,,8.125,Colégio Arco Íris Evolução,2024,Privada,0,2.333333333333334,0
RA-1110,4.6,9.2,5.0,6.8,8.73,5.0,7.248566667,FASE 2,Ametista,12.0,Feminino,,8.541666667,,2023,Privada,1,0.0,1
RA-1111,0.0,8.9,2.52,5.4,8.173333333,10.0,6.559166667,FASE 2,Agata,,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-1111,6.249,4.600414078666667,7.5,5.0,5.824,10.0,6.116032815733334,3F,Agata,12.0,Feminino,,6.5625,EE Leonice de Aquino Oliveira,2024,Pública,0,-0.40000000000000036,0
RA-1112,9.5,7.9,2.52,6.3,8.616666667,5.0,7.088866667,FASE 2,Ametista,12.0,Masculino,,8.333333333,,2023,Privada,1,0.0,1
RA-1112,9.585,9.02791197,8.135,4.0,4.705,10.0,6.8560823939999995,3I,Agata,13.0,Masculino,,5.375,EE Joaquim Mendes Feliz,2024,Pública,0,-2.3,0
RA-1113,0.0,6.0,7.52,5.0,7.173333333,5.0,5.636666667,FASE 2,Quartzo,,Masculino,,7.5,,2023,Privada,1,0.0,1
RA-1114,8.5,9.8,2.52,4.9,8.56,10.0,7.5667,FASE 2,Ametista,11.0,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-1114,8.751,9.533333333333333,2.51,5.0,7.836,10.0,7.437466666666667,3M,Ametista,12.0,Feminino,,8.375,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,0,0.09999999999999964,0
RA-1115,0.0,8.3,7.52,4.0,7.56,10.0,6.474,FASE 2,Agata,,Feminino,,7.5,,2023,Privada,0,0.0,1
RA-1115,8.002,4.2676767675,7.51,6.25,5.826666667,10.0,6.570068686900001,2M,Agata,12.0,Feminino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,0,2.25,0
RA-1116,9.5,9.2,5.0,4.9,7.39,5.0,6.956533333,FASE 2,Agata,13.0,Masculino,,7.083333333,,2023,Privada,1,0.0,1
RA-1116,0.0,3.3555555556666667,6.26,2.3333333333333335,5.066,5.0,3.7894777778,3M,Quartzo,15.0,Masculino,,5.125,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-2.566666666666667,0
RA-1117,9.0,9.6,7.52,7.3,7.946666667,10.0,8.382366667,FASE 2,Topázio,,Feminino,,7.708333333,,2023,Privada,0,0.0,1
RA-1117,8.751,8.314814814666667,7.51,5.666666666666667,6.833333333,10.0,7.601562962866668,3K,Ametista,12.0,Feminino,,8.125,EE Maria André Schunck Dona,2024,Pública,0,-1.6333333333333329,0
RA-1118,5.3,8.8,7.52,6.0,8.28,5.0,7.163833333,FASE 2,Ametista,,Feminino,,7.708333333,,2023,Privada,1,0.0,1
RA-1118,7.084,7.846439628666666,9.38,3.8333333333333335,6.866,10.0,7.0305545924,3M,Ametista,14.0,Feminino,,6.75,EM Alfredo Schunk,2024,Privada,0,-2.1666666666666665,0
RA-1119,7.3,9.7,3.77,5.9,8.453333333,5.0,7.192,FASE 2,Ametista,13.0,Feminino,,7.708333333,,2023,Privada,1,0.0,1
RA-1119,9.585,8.716666666666667,7.51,5.666666666666667,7.698,5.0,7.388266666666667,3M,Ametista,14.0,Feminino,,7.625,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-0.2333333333333334,0
RA-112,7.9,7.8,6.3,8.5,8.833,5.0,7.836,4,Ametista,15.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-112,6.7,8.1,5.0,7.4,7.9225,5.0,7.141308333,FASE 5,Ametista,,Feminino,,7.96875,,2023,Privada,1,-1.0999999999999996,0
RA-112,7.083,7.978174603333333,7.51,8.0,8.004,10.0,8.052609920666667,6A,Topázio,17.0,Feminino,,7.96875,Colégio Arco Íris Evolução,2024,Privada,0,0.5999999999999996,0
RA-1120,9.5,9.6,7.52,8.3,9.676666667,10.0,9.103366667,FASE 2,Topázio,11.0,Feminino,,8.958333333,,2023,Privada,0,0.0,1
RA-1121,0.0,9.9,6.26,8.0,9.84,10.0,8.049,FASE 2,Topázio,,Masculino,,8.75,,2023,Privada,0,0.0,1
RA-1121,9.585,10.0,7.51,6.666666666666667,8.28,10.0,8.407166666633334,3K,Topázio,12.0,Masculino,,7.083333333,EE Maria André Schunck Dona,2024,Pública,0,-1.333333333333333,0
RA-1122,0.0,9.3,6.89,6.9,8.616666667,10.0,7.3715,FASE 2,Ametista,11.0,Masculino,,7.291666667,,2023,Privada,0,0.0,1
RA-1122,8.751,9.861111111,7.51,5.333333333333333,7.22,10.0,7.817322222166666,3K,Ametista,12.0,Masculino,,7.083333333,EE Maria André Schunck Dona,2024,Pública,0,-1.5666666666666673,0
RA-1123,7.3,8.9,7.52,5.3,7.113333333,5.0,6.9565,FASE 2,Agata,,Masculino,,7.083333333,,2023,Privada,1,0.0,1
RA-1124,9.5,8.0,7.52,3.0,7.786666667,5.0,6.667866667,FASE 2,Agata,14.0,Feminino,,7.083333333,,2023,Privada,1,0.0,1
RA-1125,4.7,7.9,7.52,4.0,6.95,10.0,6.655366667,FASE 2,Agata,,Feminino,,6.666666667,,2023,Privada,0,0.0,1
RA-1126,0.0,5.2,3.77,,7.06,5.0,,FASE 2,,12.0,Feminino,,7.291666667,,2023,Privada,1,0.0,1
RA-1127,8.5,9.9,5.02,6.9,9.01,10.0,8.3167,FASE 2,Topázio,,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-1127,9.168,10.0,7.51,5.833333333333333,7.67,10.0,8.180966666666668,3N,Topázio,12.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-1.0666666666666673,0
RA-1128,9.5,7.3,5.02,3.5,7.503333333,5.0,6.404533333,FASE 2,Agata,12.0,Masculino,,7.916666667,,2023,Privada,1,0.0,1
RA-1129,0.0,9.2,6.27,7.8,7.503333333,10.0,7.309333333,FASE 2,Ametista,11.0,Masculino,,7.916666667,,2023,Privada,0,0.0,1
RA-1129,9.168,7.137254902,8.13,6.833333333333333,5.745,10.0,7.360417647066668,3N,Ametista,12.0,Masculino,,6.875,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-0.9666666666666668,0
RA-113,0.0,0.0,5.0,3.7,3.792,5.0,3.032,4,Ametista,15.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-113,8.751,7.063851181666667,7.51,6.666666666666667,7.106666667,5.0,7.043536903066667,5G,Ametista,16.0,Feminino,,7.5,EE Leonice de Aquino Oliveira,2024,Pública,1,2.966666666666667,0
RA-1130,8.5,8.4,7.52,7.3,7.503333333,10.0,8.0037,FASE 2,Topázio,11.0,Masculino,,7.708333333,,2023,Privada,0,0.0,1
RA-1130,8.751,6.278431372666667,8.13,4.333333333333333,5.33,10.0,6.563952941199999,3N,Agata,12.0,Masculino,,6.875,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-2.966666666666667,0
RA-1131,7.9,9.9,5.02,9.1,9.286666667,5.0,8.316133333,FASE 2,Topázio,12.0,Feminino,,8.75,,2023,Privada,1,0.0,1
RA-1131,8.334,9.277777777666666,6.255,8.333333333333334,7.893333333,10.0,8.2889555555,3K,Topázio,13.0,Feminino,,7.291666667,Colégio Arco Íris Evolução,2024,Privada,0,-0.7666666666666657,0
RA-1132,10.0,6.3,6.27,5.8,7.503333333,5.0,6.829533333,FASE 2,Agata,12.0,Masculino,,7.916666667,,2023,Privada,1,0.0,1
RA-1133,9.5,10.0,6.27,6.5,9.343333333,10.0,8.600033333,FASE 2,Topázio,10.0,Feminino,,8.541666667,,2023,Privada,0,0.0,1
RA-1133,9.168,9.841269841333334,8.75,4.5,8.83,10.0,8.238553968266668,3U,Topázio,11.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-2.0,0
RA-1134,8.0,9.7,3.76,6.8,7.56,10.0,7.769866667,FASE 2,Ametista,11.0,Masculino,,7.916666667,,2023,Privada,0,0.0,1
RA-1134,8.751,8.914285714,7.51,6.0,6.883333333,10.0,7.7564571427,3U,Ametista,12.0,Masculino,,7.708333333,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-0.7999999999999998,0
RA-1135,0.0,9.4,7.52,7.2,7.896666667,10.0,7.453833333,FASE 2,Ametista,11.0,Masculino,,8.125,,2023,Privada,0,0.0,1
RA-1136,6.8,8.1,2.52,6.6,7.723333333,5.0,6.7351,FASE 2,Agata,13.0,Feminino,,8.333333333,,2023,Privada,1,0.0,1
RA-1136,8.751,4.547899159666667,8.135,1.6666666666666667,6.383333333,5.0,5.458179831866667,3R,Quartzo,14.0,Feminino,,7.5,EE Donizetti Aparecido Leite Professor,2024,Pública,1,-4.933333333333333,0
RA-1137,9.5,9.8,6.27,6.5,9.843333333,10.0,8.743366667,FASE 2,Topázio,10.0,Feminino,,9.375,,2023,Privada,0,0.0,1
RA-1137,8.334,7.588638262333333,8.13,3.5,7.4575,10.0,7.1837526524666675,3P,Ametista,11.0,Feminino,,8.28125,EE Maria André Schunck Dona,2024,Pública,0,-3.0,0
RA-1138,9.0,9.2,6.27,9.3,8.566666667,5.0,8.3472,FASE 2,Topázio,12.0,Feminino,,9.166666667,,2023,Privada,1,0.0,1
RA-1139,8.5,9.1,5.64,5.3,7.79,10.0,7.6647,FASE 2,Ametista,11.0,Masculino,,8.125,,2023,Privada,0,0.0,1
RA-1139,8.334,6.152715121333333,7.51,4.666666666666667,7.04,10.0,6.906276357600001,3P,Agata,12.0,Masculino,,7.5,EE Maria André Schunck Dona,2024,Pública,0,-0.6333333333333329,0
RA-114,7.9,6.3,7.5,5.3,5.0,5.0,5.894,4,,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-114,0.0,6.0,3.14,5.6,7.255,5.0,5.335,FASE 5,Quartzo,,Masculino,,7.5,,2023,Privada,1,0.2999999999999998,0
RA-1140,4.7,8.7,7.52,7.3,7.62,10.0,7.703533333,FASE 2,Ametista,11.0,Feminino,,7.708333333,,2023,Privada,0,0.0,1
RA-1140,6.834,6.112440191499999,7.51,7.0,7.39,10.0,7.3473880383,2P,Ametista,12.0,Feminino,,8.125,EE Donizetti Aparecido Leite Professor,2024,Pública,0,-0.2999999999999998,0
RA-1141,9.0,8.8,7.52,5.9,7.113333333,5.0,7.2757,FASE 2,Ametista,12.0,Feminino,,7.708333333,,2023,Privada,1,0.0,1
RA-1141,9.585,6.191537667666666,7.51,4.166666666666667,6.7825,10.0,6.793890866866667,3L,Agata,13.0,Feminino,,6.5625,EE Maria André Schunck Dona,2024,Pública,0,-1.7333333333333334,0
RA-1142,9.0,10.0,7.52,10.0,8.343333333,10.0,9.175033333,FASE 2,Topázio,11.0,Feminino,,8.541666667,,2023,Privada,0,0.0,1
RA-1142,8.334,9.133333333333333,7.51,8.5,7.335,10.0,8.390566666666668,3P,Topázio,12.0,Feminino,,8.125,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,0,-1.5,0
RA-1143,8.8,7.0,6.26,5.3,6.2075,5.0,6.445933333,FASE 3,Agata,15.0,Feminino,,7.5,,2023,Privada,1,0.0,1
RA-1143,9.585,5.201336675,9.38,3.1666666666666665,6.79,2.5,5.881225668333334,3A,Quartzo,16.0,Feminino,,7.03125,EE Joaquim Mendes Feliz,2024,Pública,1,-2.1333333333333333,0
RA-1144,0.0,9.4,5.02,8.0,8.0025,10.0,7.410625,FASE 3,Ametista,13.0,Feminino,,8.28125,,2023,Privada,0,0.0,1
RA-1145,0.0,9.5,4.39,7.8,8.63,10.0,7.484375,FASE 3,Ametista,11.0,Feminino,,8.59375,,2023,Privada,0,0.0,1
RA-1146,9.6,8.8,6.26,3.7,6.965,5.0,6.689583333,FASE 3,Agata,14.0,Feminino,,7.1875,,2023,Privada,1,0.0,1
RA-1146,10.002,5.017209691,6.88,2.0,5.883333333,5.0,5.3933086048000005,3C,Quartzo,15.0,Feminino,,6.25,EE Mario Francisco de Amorim,2024,Pública,1,-1.7000000000000002,0
RA-1147,8.3,8.3,6.26,6.7,7.0075,5.0,7.072983333,FASE 3,Ametista,,Feminino,,7.1875,,2023,Privada,1,0.0,1
RA-1147,8.751,6.125925926,8.755,3.1666666666666665,5.495,5.0,5.833118518533334,3B,Quartzo,15.0,Feminino,,6.25,EE Loris Nassif Mattar Profa,2024,Pública,1,-3.5333333333333337,0
RA-1148,7.9,8.6,3.77,5.7,7.2125,10.0,7.227866667,FASE 3,Ametista,11.0,Feminino,,7.5,,2023,Privada,0,0.0,1
RA-1149,8.3,9.8,2.52,7.2,8.1725,5.0,7.410108333,FASE 3,Ametista,,Feminino,,7.96875,,2023,Privada,1,0.0,1
RA-1149,8.334,10.0,10.0,6.0,8.706,5.0,8.1371,4A,Topázio,15.0,Feminino,,8.625,EE Joaquim Mendes Feliz,2024,Pública,1,-1.2000000000000002,0
RA-115,8.3,6.8,6.3,3.8,5.583,5.0,5.886,4,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-115,8.8,7.1,5.0,4.2,7.215,5.0,6.319141667,FASE 5,Agata,16.0,Feminino,,7.34375,,2023,Privada,1,0.40000000000000036,0
RA-115,7.917,4.164756812,6.26,4.166666666666667,5.726,5.0,5.404184695733334,5A,Quartzo,17.0,Feminino,,6.75,EE Joaquim Mendes Feliz,2024,Pública,1,-0.033333333333333215,0
RA-1150,9.2,9.8,2.52,6.7,7.835,2.5,7.076008333,FASE 3,Ametista,16.0,Masculino,,7.96875,,2023,Privada,1,0.0,1
RA-1150,8.334,6.481481481666667,7.51,6.833333333333333,7.946666667,5.0,7.1023212964,4C,Ametista,17.0,Masculino,,7.65625,EE Olivia de Faria Nogueira,2024,Pública,1,0.13333333333333286,0
RA-1151,7.5,9.5,2.52,8.3,7.545,10.0,7.829958333,FASE 3,Ametista,,Feminino,,7.65625,,2023,Privada,0,0.0,1
RA-1151,7.5,9.722222222333334,5.635,9.0,9.393333333,10.0,8.749111111066668,4C,Topázio,13.0,Feminino,,8.125,EE Paschoal Carlos Magno,2024,Pública,0,0.6999999999999993,0
RA-1152,0.0,9.4,5.0,6.8,7.585,5.0,6.544916667,FASE 3,Agata,,Masculino,,7.8125,,2023,Privada,1,0.0,1
RA-1153,7.9,10.0,7.52,7.2,8.63,5.0,7.968658333,FASE 3,Ametista,14.0,Feminino,,7.65625,,2023,Privada,1,0.0,1
RA-1153,8.751,9.702380952333334,5.635,8.5,9.074,5.0,8.268876190466667,4A,Topázio,15.0,Feminino,,8.75,Colégio Arco Íris Evolução,2024,Privada,1,1.2999999999999998,0
RA-1154,9.6,9.3,5.63,5.1,7.67,10.0,7.701125,FASE 3,Ametista,13.0,Masculino,,7.65625,,2023,Privada,0,0.0,1
RA-1154,7.917,9.200000000000001,7.51,8.0,6.745,5.0,7.5660750000000005,3G,Ametista,14.0,Masculino,,7.34375,EE João Ortiz Rodrigues,2024,Pública,1,2.9000000000000004,0
RA-1155,9.2,9.2,5.63,8.0,8.2925,5.0,7.821633333,FASE 3,Ametista,14.0,Feminino,,7.5,,2023,Privada,1,0.0,1
RA-1155,8.334,8.888888889,5.005,4.666666666666667,8.87,5.0,7.119011111133333,4F,Ametista,15.0,Feminino,,8.0,EE Alexandre Rodrigues Nogueira,2024,Pública,1,-3.333333333333333,0
RA-1156,8.3,9.2,2.52,5.3,7.7925,10.0,7.340775,FASE 3,Ametista,12.0,Feminino,,7.96875,,2023,Privada,0,0.0,1
RA-1156,7.5,7.821067821,7.51,2.0,7.5,10.0,6.6777135642,4F,Agata,13.0,Feminino,,7.125,EE João Ortiz Rodrigues,2024,Pública,0,-3.3,0
RA-1157,9.2,8.8,6.26,5.7,7.0025,5.0,7.086633333,FASE 3,Ametista,14.0,Masculino,,7.5,,2023,Privada,1,0.0,1
RA-1157,9.585,9.082539682666665,7.51,7.0,8.466,5.0,7.916082936533334,3H,Ametista,15.0,Masculino,,7.96875,EE Olivia de Faria Nogueira,2024,Pública,1,1.2999999999999998,0
RA-1158,7.5,8.6,2.52,4.3,7.34,5.0,6.306666667,FASE 3,Agata,14.0,Feminino,,7.5,,2023,Privada,1,0.0,1
RA-1159,5.8,6.6,2.52,3.1,7.1325,10.0,5.913883333,FASE 3,Quartzo,,Feminino,,7.1875,,2023,Privada,0,0.0,1
RA-116,5.8,8.1,6.3,5.9,7.792,5.0,6.854,4,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-116,6.7,7.6,5.0,4.7,7.5475,5.0,6.433075,FASE 5,Agata,17.0,Feminino,,7.96875,,2023,Privada,1,-1.2000000000000002,0
RA-116,8.334,7.535353535666666,5.635,4.5,6.73,5.0,6.337470707133334,5A,Agata,18.0,Feminino,,6.875,EE Joaquim Mendes Feliz,2024,Pública,1,-0.20000000000000018,0
RA-1160,9.6,8.7,2.52,2.7,7.2575,10.0,6.636166667,FASE 3,Agata,,Masculino,,6.875,,2023,Privada,0,0.0,1
RA-1160,8.751,8.201288245,7.51,3.1666666666666665,6.2475,5.0,6.274190982333334,3I,Agata,14.0,Masculino,,6.25,EE Joaquim Mendes Feliz,2024,Pública,1,0.46666666666666634,0
RA-1161,6.3,8.1,2.52,6.3,8.63,10.0,7.317791667,FASE 3,Ametista,,Feminino,,8.28125,,2023,Privada,0,0.0,1
RA-1162,8.3,8.5,3.77,6.0,7.7525,10.0,7.44215,FASE 3,Ametista,13.0,Feminino,,7.8125,,2023,Privada,0,0.0,1
RA-1162,7.917,9.135672514666666,6.26,5.666666666666667,7.0375,10.0,7.473167836266667,4M,Ametista,14.0,Feminino,,6.875,EE Maria André Schunck Dona,2024,Pública,0,-0.33333333333333304,0
